tittle,text,domain,topic
vũ khí kết nối người trẻ của Tổng thống Indonesia," WEF ASEAN đón số lượng kỷ lục lãnh đạo quốc gia trong khu vực
 Tổng thống Indonesia ăn trưa với Quốc vương Arab Saudi Tổng thống Indonesia tiếp Quốc vương Arab Saudi tháng 3/2017. Video: Youtube.
 ""Tôi đang ăn trưa với Quốc vương Salman bin Abdulaziz Al-Saud"", Tổng thống Indonesia Joko Widodo mỉm cười khi nhìn vào chiếc camera cầm trên tay. Ông sau đó hướng camera về phía Quốc vương Arab Saudi.",vnexpress.net,Chính trị 
Ăn chênh 600 triệu đồng một suất mua nhà xã hội khu trung tâm," Nhà ở xã hội đắt ngang căn hộ thương mại
 Trên các trang rao vặt bất động sản, hàng loạt mẩu tin rao bán ""suất ngoại giao"" căn hộ tại dự án nhà ở xã hội 282 Nguyễn Huy Tưởng được đăng tải từ nhiều tháng nay. Trong đó, bên cạnh những căn thương mại chủ đầu tư được phép bán rộng rãi theo quy định, hàng trăm căn hộ nhà ở xã hội cũng được rao bởi các môi giới với mức giá chênh hơn nửa tỷ đồng",kinhdoanh.vnexpress.net,An ninh 
Thừa Thiên Huế cảnh báo mưa lũ qua mạng xã hội," Sĩ tử ở Huế bì bõm làm thủ tục dự thi THPT vì mưa lớn
",vnexpress.net,Thời sự 
Tại sao Apple chưa bao giờ quảng cáo trên mạng xã hội," Tài khoản chính thức của Apple có hơn 11 triệu người theo dõi còn trên Twitter là 2,26 triệu follower. Tuy nhiên, trước sự kiện ra mắt dòng iPhone 2018 ngày 13/9 vừa qua, trang mạng xã hội của thương hiệu này hoàn toàn trống trơn. Bài đăng duy nhất hiện nay trên Facebook của Apple là clip ngắn về ba mẫu iPhone mới ra mắt còn trên Twitter không có bất kỳ nội dung gì.
",sohoa.vnexpress.net,Kinh tế 
Lao động nước ngoài ở Việt Nam phải đóng bảo hiểm xã hội," Chính phủ vừa ban hành Nghị định quy định chi tiết Luật bảo hiểm xã hội và Luật an toàn, vệ sinh lao động về bảo hiểm xã hội bắt buộc đối với công dân nước ngoài làm việc tại Việt Nam.
 Công dân nước ngoài làm việc tại Việt Nam có giấy phép lao động hoặc chứng chỉ hành nghề do cơ quan có thẩm quyền của Việt Nam cấp và có hợp đồng lao động không xác định thời hạn hoặc xác định từ đủ một năm trở lên tại Việt Nam sẽ phải đóng bảo hiểm bắt buộc.
",vnexpress.net,Kinh tế 
Người Việt ở Paris: Cuộc sống vẫn diễn ra bình thường bất chấp bạo loạn," Cảnh sát Pháp đứng gác trước cổng Khải Hoàn Môn khi khu vực này được phong tỏa sau cuộc bạo loạn hôm 1/12. Ảnh: Al Jazeera
 20h tối 3/12, Lan Anh lái xe qua đại lộ Champs Elysees ngập tràn không khí mùa lễ hội cuối năm. Hàng cây hai bên đường được trang trí rực rỡ và các cửa hiệu hạng sang vẫn lấp lánh ánh đèn. Khung cảnh ở khu trung tâm nổi tiếng của Paris khiến khó ai nghĩ rằng nơi này vừa diễn ra một cuộc bạo loạn lớn nhất 5 thập kỷ.
",vnexpress.net,Đời sống 
Cuộc sống của những người Thủ Thiêm cố giữ đất," Chủ tịch UBND TP HCM xin lỗi người dân khu đô thị mới Thủ Thiêm
 Cuộc sống của những cư dân cuối cùng ở Thủ Thiêm
",vnexpress.net,Chính trị 
Cảnh đời người đàn ông Nhật sống mòn trên tiền thừa kế," Theo Chinapress, ông Maeda, 70 tuổi, ở Nhật gần đây tiết lộ đã sống cuộc đời đơn giản đến mức tẻ nhạt, bằng cách dùng tiền để lại của cha mẹ. Thực tế ông chỉ đi làm duy nhất một lần trong đời, trong khoảng 2 năm, rồi nghỉ ngay khi cha mẹ chết. Ông cũng chưa trải qua yêu đương lần nào.
",doisong.vnexpress.net,Đời sống 
Cuộc sống ở 'ốc đảo' biệt thự ngoại thành Hà Nội," Loanh quanh tập thể dục một mình mãi cũng chán, ông Trịnh Bá Bình (64 tuổi, đường Cây Xoài) sà vào ngay vọng gác nhỏ xíu của ông bảo vệ Ngô Thanh Hải (62 tuổi) đang ngồi nhâm nhi tách trà. Ở khu đô thị rộng 45ha này, ông Bình chẳng biết nói chuyện với ai ngoài những người bảo vệ, dù hiện tại nơi đây đã có khoảng hơn 250 nhân khẩu.
",doisong.vnexpress.net,Đời sống 
Vẻ xa xỉ của Song Hye Kyo khi đóng quý cô trâm anh thế phiệt," ""Encounter"" chiếu trên đài tvN từ 28/11, Hye Kyo vào vai con gái thị trưởng Seoul đồng thời quản lý một khách sạn lớn. Qua ba tập đã phát sóng, người đẹp sử dụng nhiều món đồ đắt tiền, trong đó có túi Hermès Kelly. Mỗi chiếc túi dòng Kelly có giá trên 10.000 USD (hơn 230 triệu đồng).",giaitri.vnexpress.net,Giải trí 
"Thương em bị mẹ vợ đoạ đày, anh trai gây án giết người","Thương em bị mẹ vợ đoạ đày, anh trai gây án giết người
 Vụ cháy bí ẩn thiêu chết cô gái trên giường / Đường dây đánh bạc trực tuyến hơn 60 tỷ USD mỗi tháng ở Trung Quốc
 Năm 2012, một cảnh kì lạ xảy ra trong trại tạm giam huyện Lục Lương, tỉnh Vân Nam, Trung Quốc. Vợ chồng người nhà nạn nhân quỳ xuống lạy một phạm nhân và người này cũng quỳ lạy lại. Hơn nữa, phạm nhân không ngừng an ủi, dặn dò hai vợ chồng phải cố gắng làm ăn, phải sống thật tốt, không được suy nghĩ nhiều. Nguyên nhân câu chuyện bắt đầu từ mùa hè một năm trước.
 Góa phụ có thai bị sát hại trong nhà con rể Người nhà nạn nhân và kẻ sát nhân gặp nhau trong tù.",vnexpress.net,Đời sống 
Đội cảnh sát có khả năng siêu nhớ mặt tại Anh," Năm 2009, một nghiên cứu do nhà tâm lý học Richard Russell thực hiện tại Đại học Harvard đặt ra giả thuyết rằng nếu tồn tại hội chứng mù mặt (tức những người gần như không có khả năng nhận diện khuôn mặt của người khác, thậm chí của bản thân) thì ắt hẳn sẽ có những người trái ngược hoàn toàn, tức là không bao giờ quên gương mặt của người mình từng gặp, dù chỉ nhìn qua một lần. Nhà nghiên cứu gọi những người này là ""người siêu nhận diện"".",vnexpress.net,An ninh 
Người Hà Nội chen chân chụp ảnh trong vườn cúc hoạ mi," 12h trưa ngày cuối tuần, nhiều người không ngại nắng để tạo dáng chụp hình với cúc hoạ mi.
 Ở các vườn hoa đều có nơi dành cho người dân thay đồ, nhưng do lượng người ra vào quá đông, nhóm phụ nữ này chọn cách dùng áo mưa che chắn để thay đồ ngay tại vườn.",vnexpress.net,Đời sống 
Người Việt đã vỡ mộng xe giá rẻ?," Toyota Hilux mới tăng giá 22 triệu tại Việt Nam / Fortuner mới tăng giá gần 50 triệu, thêm bản 2.8 tại Việt Nam / Xe về không đủ, Honda CR-V tăng giá 10 triệu đồng
",vnexpress.net,Kinh tế 
"Tài xế ép hàng loạt xe máy, ôtô nhập đúng làn ở Đà Nẵng"," Hai mẹ con suýt bỏ mạng khi đi xe máy sát ôtô tải
 Tối 3/6, trong giờ cao điểm, trên đường Đống Đa (quận Hải Châu, Đà Nẵng) dòng người đi xe máy nối đuôi nhau đi ngược nhiều. Nhiều ôtô cũng chạy lấn sang làn đối diện để vượt lên. Những người này đã bị tài xế ôtô gắn camera hành trình ép lùi và nhập vào đúng phần đường của mình.
",vnexpress.net,Giao thông 
"Bộ sưu tập xe trị giá 1,3 triệu USD của Neymar"," Chiếc Porsche Panamera màu vàng từng khiến Neymar gặp rắc rối cách đây vài năm. Năm 2011, mẫu xe thể thao là món quà mà cầu thủ này được bố tặng khi ông thua cược với con trai về việc anh sẽ giành chiến thắng ở một giải trẻ tại châu lục. Panamera được một bên thứ ba nhập khẩu và bán cho Neymar và đến năm 2014, xe bị tịch thu do vi phạm luật nhập khẩu. Cầu thủ này được cho chỉ là nạn nhân của vụ việc. Ảnh từ video.",vnexpress.net,Giải trí 
Vì sao Toyota Vios tăng giá trong khi xe hãng khác giảm?," Toyota Vios mới lắp 7 túi khí, giá cao nhất 606 triệu tại Việt Nam
 Hôm qua Vios ra mắt, đúng như đồn đoán giá xe tăng 40 triệu. Đọc trên báo chí, tôi thấy lý do đưa ra cho việc tăng giá khá quen thuộc, gần như hãng nào cũng dùng khi nói về vấn đề này. Đó là ""giá xe ảnh hưởng bởi nhiều yếu tố, trong đó thuế phí chỉ là một yếu tố"", đồng thời xe thêm trang bị nên phải tăng giá. Trong khi đó, Vios sản xuất nhiều nên sẽ được hưởng thuế linh kiện 0%.
",vnexpress.net,Kinh tế 
Thói quen lái xe giúp tiết kiệm 25% nhiên liệu," Phần lớn người sử dụng cho rằng một chiếc xe có tiết kiệm hay không đều phụ thuộc vào nhà sản xuất. Công nghệ từ hãng là yếu tố then chốt, nhưng việc vận hành đúng cách hay không lại là chuyện khác. Nghiên cứu của Ford chỉ ra trong một tài liệu tại triển lãm ôtô Việt Nam Motorshow 2017 rằng, khi áp dụng các kỹ năng lái xe thân thiện với môi trường, người lái có thể giảm mức tiêu hao nhiên liệu nhiều hơn tưởng tượng.
",vnexpress.net,Giao thông 
"Cụ bà Nhật ăn cắp vặt để vào tù, trốn tránh cô đơn"," Nhà tù chật ních tù nhân 80, 90 tuổi ở Nhật / Không có tội phạm, cảnh sát Nhật điều tra cả vụ mất quần đùi
 ""Cuộc sống trong tù dễ dàng hơn nhiều. Dù chỉ là tạm thời nhưng ở đây tôi có thể là chính tôi, tôi có thể thở"", nữ phạm nhân 80 tuổi nói. Ảnh: Bloomberg.
 Cụ bà 80 tuổi, đang thụ án tù hai năm rưỡi vì trộm một hộp trứng cá, một túi hạt giống và một chiếc chảo rán, cho biết cả đời cụ không nghĩ có ngày sẽ đi ăn trộm. ""Hồi trẻ, tôi luôn tâm niệm phải làm việc chăm chỉ"", cụ bà, từng làm công nhân trong nhà máy cao su và nhân viên bệnh viện suốt 20 năm, tâm sự.
",vnexpress.net,Đời sống
Nam cảnh sát Mỹ truy đuổi nữ sinh viên để sàm sỡ," Thói quen lạ của chú chó tố cáo ông chủ vứt xác bốn cô gái bán dâm / Thi thể thai phụ giấu trong thùng hoá chất suốt 34 năm
 Trong kỳ nghỉ lễ Giáng Sinh của năm 20 tuổi, bạn trai bị ốm nên Cara Knott (nữ sinh viên 20 tuổi, Đại học bang San Diego, Mỹ) lái xe đến Escondido (bang California) để thăm. Khoảng 20h cùng ngày, Cara báo cho bố rằng đang trên đường trở về. Gia đình từ đó mất liên lạc với Cara.
",vnexpress.net,An ninh 
Tài xế xe sang che biển số để lùi trên cao tốc," Tài xế xe sang xuống che biển số để lùi trên cao tốc
 Sau khi điều khiển mẫu xe sang chạy lùi một đoạn ở tốc độ cao, tài xế phát hiện có camera ghi hình trên đường cao tốc ở thành phố Lạc Dương (tỉnh Hà Nam) vào ngày 7/7. Người đàn ông này dừng ôtô ngay cạnh lối ra và cùng một người khác xuống xe.
",vnexpress.net,Giao thông 
Máy bay quay đầu để cấp cứu sản phụ người nước ngoài," Ca sinh nở độc nhất vô nhị trên không trung
 Khoảng 7h55 sáng 16/5, máy bay BL581 của hãng hàng không Jetstar Pacific chở gần 150 khách từ Đà Nẵng đi TP HCM lăn bánh chuẩn bị cất cánh. Đúng lúc này, một nữ hành khách quốc tịch Czech đứng dậy khỏi ghế, ra hiệu muốn đi vệ sinh.
",vnexpress.net,Đời sống 
Cô gái 17 tuổi được NASA đào tạo để đặt chân lên Sao Hỏa," Alyssa Carson (17 tuổi) đến từ bang Louisiana, Mỹ là phi hành gia tập sự của Cơ quan Hàng không và Vũ trụ Mỹ (NASA). Khác với hầu hết bạn bè đồng trang lứa, em muốn trở thành người đầu tiên đặt chân lên Sao Hỏa và không ngừng nỗ lực để đạt được mục tiêu.
",vnexpress.net,Đời sống 
"Alyssa Carson (17 tuổi) đến từ bang Louisiana, Mỹ là phi hành gia tập sự của Cơ quan Hàng không và Vũ trụ Mỹ (NASA). Khác với hầu hết bạn bè đồng trang lứa, em muốn trở thành người đầu tiên đặt chân lên Sao Hỏa và không ngừng nỗ lực để đạt được mục tiêu."," Bill Gates: Bitcoin có thể là công cụ giết người / Tỷ phú Bill Gates thua đậm khi chơi 'hãy chọn giá đúng'
 Trong một sự kiện năm 2005 với tỷ phú Warren Buffett, Gates đã nói với sinh viên Trường Kinh doanh thuộc Đại học Nebraska-Lincoln rằng ông từng là người rất hay trì hoãn. Ông kể rằng mình có “thói quen rất xấu này” từ khi còn học ở Harvard. “Tôi thích cho mọi người thấy là tôi chẳng làm gì cả, tôi không đến lớp và cũng chẳng quan tâm”, ông nói.",kinhdoanh.vnexpress.net,Đời sống 
Giáo viên đề nghị bỏ thi trắc nghiệm môn Lịch sử," Sáng 29/7, Hội Khoa học Lịch sử Việt Nam, Hội Giáo dục lịch sử tổ chức tọa đàm khoa học Chất lượng môn Lịch sử từ kỳ thi THPT quốc gia năm 2018. Buổi tọa đàm diễn ra sôi nổi, kéo dài qua bữa trưa sang đầu giờ chiều.
",vnexpress.net,Giáo dục
Sẽ bỏ quản lý dân cư bằng hộ khẩu," Chính phủ vừa ra Nghị quyết 112 về việc đơn giản hóa thủ tục hành chính, giấy tờ công dân liên quan quản lý dân cư thuộc phạm vi chức năng quản lý nhà nước của Bộ Công an. Trong đó có nêu phương án đơn giản bãi bỏ một số thủ tục liên quan đăng ký thường trú.",vnexpress.net,An ninh 
Bé gái bị cha cứa cổ khi muốn đi tập văn nghệ đêm trung thu," Bé gái 10 tuổi chạy ra đường kêu cứu với vết thương ở cổ
 Video bố giết con ở Phú Thọ",vnexpress.net,Đời sống 
Người đi xe đạp điện chém chết tài xế ôtô ở Trung Quốc thoát tội," Người đi xe đạp giết chết tài xế ôtô để tự vệ ở Trung Quốc Diễn biến vụ va chạm hôm 27/8 do camera giám sát ghi lại. Video: Fenghuang.
 Cảnh sát thành phố Côn Sơn, tỉnh Giang Tô, hôm 1/9 tuyên bố ông Dư, 41 tuổi, không phải chịu bất cứ trách nhiệm hình sự nào về cái chết của tài xế Lưu, 36 tuổi, và vụ án sẽ được khép lại, SCMP đưa tin.
 Trước đó, vào đêm 27/8, hai người đàn ông xảy ra ẩu đả sau khi Lưu điều khiển ôtô đi vào làn đường xe đạp và suýt tông trúng ông Dư đang đi xe đạp điện ở phía trước.
",vnexpress.net,An ninh 
Đường đi bộ lát gỗ lim ven sông Hương sắp hoàn thành," Nhiều chuyên gia ở Huế lo ngại việc lát gỗ lim cho đường đi bộ sông Hương
 Những ngày này, người dân thành phố Huế đi qua cầu Phú Xuân, Trường Tiền sẽ nhìn thấy đường đi bộ lát gỗ lim ở ven bờ nam sông Hương dần hình thành.
 Theo kế hoạch, công trình xong vào tháng 11/2018, song lo ngại mưa lũ ảnh hưởng đến tiến độ nên chủ đầu tư đã yêu cầu đơn vị thi công hoàn thành sớm trong tháng 9.
",vnexpress.net,Đời sống 
Cựu nữ chủ tịch xã 45 tuổi đi thi THPT quốc gia," Cựu nữ chủ tịch xã đi thi THPT quốc gia Chị Minh tâm sự về lý do dang dở việc học.
 Chiều 24/6, như bao thí sinh khác, chị Nguyễn Thị Minh (45 tuổi, trú xã Đức Dũng, Đức Thọ, Hà Tĩnh) tới điểm thi trường THPT Hồng Lĩnh để làm thủ tục thi THPT quốc gia.
 Gây ấn tượng với người đối diện bởi khuôn mặt xinh xắn trẻ trung, nụ cười luôn thường trực, chị Minh kể những năm 1990 nhà có tới 6 người con, gia cảnh khó khăn nên đang học lớp 11 trường THPT Trần Phú chị phải nghỉ học.
",vnexpress.net,Giáo dục
Luật cho phép xe cứu hỏa được đi ngược chiều khi làm nhiệm vụ," Xe khách đâm xe cứu hỏa (Video quay lại màn hình. Nguồn: Dinh Xuan Hiep)
 Vụ tai nạn trên cao tốc Pháp Vân - Cầu Giẽ giữa xe cứu hỏa và xe khách gây nhiều ý kiến trái chiều. Theo lãnh đạo phòng Cảnh sát Phòng cháy Chữa cháy số 12, thời điểm xảy ra tai nạn, xe chữa cháy đang di chuyển ngược chiều để cấp cứu nạn nhân vụ tai nạn trước đó. Nhiều người cho rằng xe ưu tiên được quyền đi vào làn ngược chiều, trong khi số khác cho rằng không được phép.
",vnexpress.net,Giao thông 
Nguyễn Khắc Thủy tự nguyện đi thi hành án 3 năm tù," Án treo bị huỷ, Nguyễn Khắc Thủy lĩnh 3 năm tù
 Ông Nguyễn Thanh Sơn, Chánh án TAND TP Vũng Tàu (Bà Rịa - Vũng Tàu) cho biết, sáng 18/6, Nguyễn Khắc Thủy (78 tuổi) đã tự nguyện đến trại tạm giam Công an TP Vũng Tàu để thi hành bản án 3 năm tù về tội Dâm ô đối với trẻ em.
",vnexpress.net,An ninh 
TP HCM muốn có tuyến buýt từ Tân Sơn Nhất đi các tỉnh," Sở Giao thông Vận tải TP HCM vừa kiến nghị Bộ Giao thông Vận tải (GTVT) chấp thuận việc tổ chức các tuyến buýt không trợ giá, lộ trình từ Tân Sơn Nhất đến Đồng Nai, Bình Dương, Bà Rịa - Vũng Tàu và ngược lại.
",vnexpress.net,Giao thông 
Thanh Hoá chi gần 700 triệu cho ba cán bộ đi Mỹ xúc tiến đầu tư," Ngày 6/9, Chủ tịch UBND tỉnh Thanh Hóa Nguyễn Đình Xứng phê duyệt kinh phí cho đoàn công tác của tỉnh, tham gia hoạt động quảng bá địa phương tại Hoa Kỳ với tổng kinh phí gần 690 triệu đồng. Số tiền này giảm hơn một tỷ đồng so với dự chi ban đầu.
",vnexpress.net,Chính trị 
Đại ca giang hồ bị bắn chết khi đi dằn mặt," Bắn chết chủ nợ sau hồi cãi vã
 Đại ca giang hồ thất thủ khi kéo quân đi thị uy đồng nghiệp Video: Cảnh sát tìm vật chứng tại hiện trường vào sáng nay.
 Chiều 21/9, Phòng cảnh sát Hình sự (Công an Hà Tĩnh) cho biết vụ nổ súng ở xã Đức Lạc (huyện Đức Thọ, Hà Tĩnh) khiến anh Trần Cao Nguyên (34 tuổi) tử vong bắt nguồn từ ân oán giữa hai nhóm cho vay nặng lãi.",vnexpress.net,Đời sống 
"Con không chịu đi học, mẹ Thái Lan bắt nhặt rác cả ngày"," Asia One ngày 22/1 đưa tin, bà mẹ Thái Lan Nuttanitcha Chotsirimeteekul và chồng quyết định nghỉ làm một ngày để dạy cho con trai 5 tuổi một bài học cuộc sống khi cậu bé nhất quyết không đi học.
 Đôi vợ chồng yêu cầu con nhặt chai nhựa và thủy tinh dọc đường, tìm trong thùng rác rồi mang đi bán.",vnexpress.net,Đời sống 
Ôtô đi ngược chiều bị phạt 800.000 đồng," Theo khoản 1 Điều 9 Luật Giao thông đường bộ năm 2008, người tham gia giao thông phải đi bên phải theo chiều đi của mình, đi đúng làn đường, phần đường quy định và phải chấp hành hệ thống báo hiệu đường bộ.",vnexpress.net,Giao thông 
Cha đẻ robot Sophia: Người máy sẽ có quyền kết hôn với con người," Nữ robot từ chối hôn nam diễn viên trong lần đầu hẹn hò
 Tiến sĩ David Hanson, cha đẻ của nữ robot được cho là giống người nhất thế giới Sophia, tin rằng vào năm 2029, người máy trang bị trí tuệ nhân tạo (AI) sẽ sở hữu trí thông minh tương ứng với đứa trẻ một tuổi, theo Long Room. Điều này sẽ mở ra cánh cửa để người máy đảm nhiệm những vị trí cấp thấp trong quân đội và dịch vụ cấp cứu chỉ hai năm sau, tức năm 2031 và có quyền lợi đầy đủ như con người sau một thập kỷ.",vnexpress.net,Công nghệ 
Nghi phạm sát hại 3 người trong gia đình ở Tiền Giang bị bắt," 3 người trong gia đình ở Tiền Giang bị sát hại
 Trưa 14/8, Thượng tá Trương Văn Sáu, Trưởng phòng Cảnh sát Hình sự Công an Tiền Giang cho biết, Nguyễn Đăng Khoa (31 tuổi, quê Đồng Tháp) - nghi phạm sát hại ba người trong gia đình vợ - bị bắt giữ ở tiệm sửa xe máy tại xã Thạnh Lộc (Cai Lậy, Tiền Giang).",vnexpress.net,An ninh 
Tài xế taxi tông người trông xe tử vong vì bị nhắc nhở," Ngày 30/8, Công an huyện Sóc Sơn (Hà Nội) đã tạm giữ Lê Tuấn Anh (33 tuổi, quận Hoàng Mai) vì hành vi tông chết anh Hoàng Văn Tám (47 tuổi, ở huyện Sóc Sơn), nhân viên bãi trông giữ xe Hợp tác xã dịch vụ môi trường Nội Bài.
 Theo nhà chức trách, sáng 28/8, trong ca làm việc, thấy chiếc taxi do Tuấn Anh điều khiển đỗ vướng đường đi lại, anh Tám tới nhắc nhở. Đánh xe đi một đoạn, Tuấn Anh tiếp tục dừng ở khu vực đường đi chung, nơi có các hàng quán trong khu vực bãi trông xe.",vnexpress.net,Giao thông 
Số người chết sau thảm họa ở Indonesia tăng lên 1.347," ""Số người thiệt mạng hiện nay là 1.374 "", Willem Rampangilei, người đứng đầu Cơ quan Giảm nhẹ Thiên tai Quốc gia Indonesia hôm nay nói với AFP về thương vong trong thảm họa động đất, sóng thần ở Indonesia. Con số được cơ quan này đưa ra trước đó là 1.234 người chết.",vnexpress.net,Đời sống 
Ôtô Mercedes lật nhiều vòng trên đường Sài Gòn,"Rạng sáng 26/9, anh Châu (30 tuổi) lái ôtô Mercedes trên đường Điện Biên Phủ, hướng về cầu Sài Gòn. Đến đoạn thuộc phường 17, quận Bình Thạnh, xe bất ngờ tông dải phân cách rồi lật nhiều vòng. Tài xế Châu bò ra ngoài, rời khỏi hiện trường.",vnexpress.net,Giao thông 
Nhiều tụ điểm thác loạn ở TP HCM bị xem xét điều tra," Phó Chủ tịch UBND TP HCM Nguyễn Thị Thu vừa đề nghị ngành công an phối hợp VKS xem xét khởi tố hình sự các tụ điểm ăn chơi thác loạn đang nổi lên trong thời gian qua.  Động thái này được lãnh đạo thành phố đưa ra sau khi hàng loạt nhà hàng, quán karaoke, quán ăn... ở trung tâm Sài Gòn được phát hiện có biểu hiện biến tướng, hoạt động khiêu dâm, kích dục.",vnexpress.net,An ninh 
"Trung Quốc hủy nhiều chuyến bay tới Thường Châu, CĐV Việt lo lắng"," Sân Thường Châu phủ trắng tuyết trước trận chung kết của U23 Việt Nam / CĐV U23 Việt Nam đối mặt 'phe vé' ở sân vận động Trung Quốc
  ""Sau khi ngồi chờ ở sân bay Nam Ninh 7 tiếng hôm qua, vợ chồng tôi được lên máy bay ăn uống, sau đó lại nhận được thông báo hủy chuyến. Tôi được sắp xếp nghỉ lại ở khách sạn gần sân bay và đổi vé sang ngày 26/1"", anh Phó Mạnh Tuấn, một cựu du học sinh Việt Nam ở Trung Quốc chia sẻ với VnExpress",vnexpress.net,Giao thông 
TP HCM sẽ có thêm nhiều phố đi bộ," TP HCM muốn nâng cấp phố đi bộ Nguyễn Huệ
 Trong văn bản vừa gửi UBND TP HCM đề xuất Kiến trúc cảnh quan các trục đường Lê Lợi, Nguyễn Huệ và khu trung tâm, Sở Quy hoạch - Kiến trúc cho biết, khu lõi trung tâm thương mại tài chính (phân khu 1 - đồ án 930 ha) sẽ được bố trí thành khu vực thương mại sầm uất, dành nhiều không gian cho người đi bộ. Động thái này thực hiện theo định hướng quy hoạch đã được duyệt",vnexpress.net,Đời sống 
Nhiều người mẩn ngứa sau khi tắm biển ở Đà Nẵng," Gần 10 ngày nay, nhiều người dân và du khách phản ánh bị ngứa khắp người khi tắm tại các bãi biển Phạm Văn Đồng, Mỹ Khê, T20 (quận Sơn Trà và Ngũ Hành Sơn, TP Đà Nẵng).",vnexpress.net,Đời sống 
"Xả súng tại nhà thờ Mỹ, ít nhất 26 người thiệt mạng"," Đại diện bang Texas Henry Cuellar đã xác nhận con số thương vong tại nhà thờ Baptist Đệ nhất ở Sutherland Springs, nơi xảy ra vụ xả súng, là 26 người. Trong số những người thiệt mạng có cả trẻ em và một phụ nữ mang thai, theo New York Times.",vnexpress.net,An ninh 
HLV Eriksson dự đoán tuyển VN sẽ đá bại Malaysia,"Theo trang web chính thức của Liên đoàn Bóng đá ASEAN (aseanfootball.org), nhà cầm quân đội tuyển Philippines cho rằng Việt Nam là đội tuyển ấn tượng nhất với ông trong năm nay và rất nhiều khả năng họ vượt qua Malaysia trong hai trận chung kết lượt đi và lượt về để lên ngôi vô địch AFF Suzuki Cup 2018.",thethao.tuoitre.vn,Thể thao 
Xuân Trường háo hức thi đấu trước 80.000 khán giả Malaysia,"Sau 10 năm kể từ chức vô địch AFF Cup 2018, đội tuyển VN mới giành quyền vào chung kết AFF Cup 2018. Điều đó khiến thầy trò HLV Park Hang Seo và người hâm mộ VN không khỏi hạnh phúc.",thethao.tuoitre.vn,Thể thao 
"Mua vé trận chung kết: chen lấn, giẫm đạp, hỗn loạn, ngất xỉu","Hàng chục ngàn CĐV Malaysia đã xếp hàng tại sân vận động Bukit Jalil để chờ đợi đến lượt mua vé. Ước tính có 40.000 vé được bán trực tiếp tại sân vận động, số còn lại được bán online và đã hết. SVĐ Bukit Jalil có sức chứa hơn 80.000 chỗ ngồi.",thethao.tuoitre.vn,Thể thao 
Ông Lê Hoài Anh tiếp tục giữ chức tổng thư ký VFF khóa 8,"  Đại hội VFF khóa 8 kết thúc lúc 23h ngày 8-12 và trở thành đại hội được tiến hành dài nhất lịch sử bóng đá VN, liên tục 13 tiếng đồng hồ. Vì khâu bầu các chức danh chủ chốt như: chủ tịch, phó chủ tịch, ban chấp hành diễn ra quá lâu, nhất là công đoạn kiểm phiếu khiến đại hội bị kéo dài thêm 6 tiếng so với kế hoạch.",thethao.tuoitre.vn,Thể thao 
"Đánh bại Djokovic, Zverev lần đầu vô địch Giải quần vợt ATP Finals"," Ở giải năm nay, Alexander Zverev và Novak Djokovic nằm cùng bảng với nhau và tay vợt số 1 thế giới đã từng thắng dễ Zverev 2-0 (6-4, 6-1) ở lượt đấu thứ 2 để sớm đoạt vé vào bán kết.",thethao.tuoitre.vn,Thể thao 
Hoa hậu quần vợt' Bouchard trổ tài đá bóng," Kể từ khi Sharapova và Ana Ivanovic nghỉ thi đấu thì Eugenie Bouchard trở thành tay vợt nữ xinh đẹp nhất làng quần vợt thế giới.
 Trong hai năm qua, tay vợt 24 tuổi này bị chấn thương liên tục nên cô rất ít thi đấu và rơi xuống hạng 88 trên bảng xếp hạng mới nhất của WTA. Nhưng dù rất ít thi đấu, Bouchard vẫn được biết đến với danh hiệu ""Hoa hậu quần vợt"".",thethao.tuoitre.vn,Thể thao 
“Quần vợt VN coi chừng lạc đường như Thái Lan”," Danai Udomchoke giữ cương vị HLV dẫn dắt đội Thái Lan thi đấu ở Giải quần vợt trẻ quốc tế U-18 ITF Junior Circuit - Cúp Hưng Thịnh 2015 tại CLB quần vợt Phú Thọ (TP.HCM). Tại Roland Garros cũng như Wimbledon 2015, Udomchoke được mời làm bình luận viên xuyên suốt giải đấu.",thethao.tuoitre.vn,Thể thao 
Federer đụng Djokovic ở bán kết Giải quần vợt Paris Masters,"Trận này, Nishikori đã thi đấu rất nỗ lực nhưng vẫn không thể tạo nên bất ngờ trước Federer - tay vợt có phong độ ổn định và đang tìm danh hiệu thứ 100 trong sự nghiệp.",thethao.tuoitre.vn,Thể thao 
Nadal gặp Tsitsipas ở chung kết Giải quần vợt Barcelona mở rộng,"Trận này, Nadal nhập cuộc không tốt khi để mất break ngay ở bàn đầu tiên, tạo cơ hội cho Goffin vươn lên dẫn 2-0. Tuy nhiên, với bản lĩnh của tay vợt từng 10 lần lên ngôi vô địch ở giải đấu này, Nadal đã rút ngắn khoảng cách, rồi quân bình tỉ số 2-2 ở bàn thứ 4 khi bẻ được giao bóng của Goffin.",thethao.tuoitre.vn,Thể thao 
