tittle,text,domain,topic
"Phát hoảng vì tiếng rít đinh tai mỗi đêm, chạy ra kêu cứu mới kinh hoàng thấy cảnh tượng đẫm máu chồng đang làm sau vườn"," Mất ngủ vì tiếng rít đinh tai kỳ lạ hằng đêm, bà vợ tá hỏa khi thấy cảnh tượng kinh dị này sau vườn.
 Gần đây trên mạng xã hội xôn xao bàn tán câu chuyện được một người phụ nữ đăng tải. Theo lời kể, đêm nào cô cũng mất ngủ vì nghe thấy tiếng rít đinh tai, quyết tâm đi tìm nguyên nhân, cô bàng hoàng khiếp sợ khi thấy cảnh tượng đẫm máu chồng đang làm sau vườn.",tinvn.info,Đời sống 
"Tưởng cả trăm con rắn bò vào nhà trả thù, chàng trai kinh hãi tột độ khi thấy cảnh tượng chết chóc ám ảnh sau đó","
 Nhìn những xác chết ngửa cổ lên trời mà thanh niên chỉ muốn nôn ọe váng đầu vì quá sợ hãi.
 Trong một lần đến chơi nhà bạn, một chàng trai người Thái Lan đã suýt bỏ chạy mất dép khi thấy hàng trăm con rắn nằm la liệt trên sàn nhà.
 Ban đầu, chàng trai tưởng rằng gia đình bạn mình đã “đắc tội” gì đó với loài rắn nên bị chúng kéo đến trả thù…
 Biết được nỗi sợ hãi và băn khoăn của chàng thanh niên, bạn của anh đã nhanh chóng giải thích rằng gia đình mình mới trở thành lò chuyên lột da rắn.
",tinvn.info,Đời sống 
"Dụ em gái cosplay mới quen gửi ảnh trong bồn tắm, chàng trai sốc tận não khi nàng trút bỏ xiêm y"," Lúc cosplay thì rõ xinh xắn vậy mà lúc sau nàng lại biến thành một người hoàn toàn khác khiến thanh niên chỉ còn biết câm nín khô lời.
 Mê mẩn thiếu nữ cosplay dễ thương, anh chàng xin số làm quen…",tinvn.info,Đời sống 
"Thời buổi giờ xinh quá cũng là cái tội, như cô gái này chẳng hạn!","
 Nét mặt xinh xắn siêu dễ thương của cô gái trong loạt hình 4 biểu cảm đã khiến các nam nhân mạng xã hội sốt sắng không yên, và đây chính là thông tin của cô ấy!
 Xinh nên bị để ý, câu nói ấy không chỉ đúng ở mọi lúc mọi nơi mọi hoàn cảnh mà đúng với bất cứ cô gái xinh đẹp nào. Đôi khi chỉ một bức hình xinh đẹp trên mạng xã hội, nhân vật trai xinh gái đẹp đó đã khiến cư dân mạng dậy sóng. Như cô gái có khuôn miệng biết cười này là một ví dụ.
 Bức ảnh của thiếu nữ xinh đẹp khiến dân tình phát sốt
",tinvn.info,Đời sống 
"Vợ chết 3 ngày về báo mộng, chồng dỡ trần nhà xuống để rồi sốc ngất khi thấy thứ đó"," Ngay từ cái lần đầu tiên Hảo về ra mắt nhà người yêu cô đã không được mẹ của Hùng đồng ý vì chê cô là gái tỉnh đẻ, nhà lại nghèo không môn đăng hộ đối với gia đình nhà bà. Bà tìm mọi cách cản phá tình yêu của 2 người tuy nhiên Hùng thì không bao giờ chịu mất Hảo.",tinvn.info,Đời sống 
Đêm nào mẹ cũng báo mộng cho con trai và cái kết," Cô nói đi, lúc trước cô làm gì có lỗi với mẹ tôi mà đêm nào mẹ tôi cũng về bảo tôi giết cô hả. Cô khai mau không tôi giết cô thật đấy.
 Đừng… đừng anh… để em nói.
",tinvn.info,Đời sống 
"Cưới vợ cho con trai, bố mẹ đặt 200 mâm cỗ nhưng không ai tới, thông gia biết được sự thật thì đòi hủy hôn ngay lập tức","
 Ngày cưới đáng ra phải là ngày vui nhất trong đời người, nhưng với Đức lại là ngày kinh khủng nhất cuộc đời anh.
 5 năm trước, lúc còn là sinh viên đại học, Đức tán tỉnh 1 cô gái con nhà khá giả ở đây. Vì trông bề ngoài Đức cũng đẹp trai, thư sinh, lại dẻo miệng nên mới 2 tuần Vân đã đổ cái rụp. Rất nhanh sau đó họ thuê cùng 1 phòng trọ và ở với nhau như vợ chồng.
 Thật ra với Vân thì đó là tình yêu, cô yêu Đức say đắm, lúc nào cũng quấn lấy anh không rời. Đức muốn gì là Vân không ngần ngại đáp ứng liền. Nhưng cô không hề hay biết với Đức thì đó chỉ là thứ tình cảm hời hợt, nói trắng ra chỉ là vụ lợi.
 ",tinvn.info,Đời sống 
Chấp nhận đổ vỏ cho con nhỏ bạn thân và cái kết sốc," Tối đang ngồi nhậu với mấy thằng bạn thì con Lê (bạn thân của Tấn) gọi điện léo nhéo suốt. Bực mình Tấn bắt máy cau có.
 – Gọi gì mà lắm tao thế đang đi chơi rồi.",tinvn.info,Đời sống 
Chồng “chôn” chuối xanh và trứng xuống dưới đất cảnh tượng đằng sau khiến vợ kinh hãi," Lấy làm kì lạ khi thấy chồng chôn chuối xanh và trứng xuống dưới đất, nhưng cảnh tượng đằng sau khiến tất cả chết đứng.
 Gần đây, trên một vài trang mạng xã hội đang bàn tán xôn xao về một câu chuyện khá kì lạ. Theo những thông tin được chia sẻ, người vợ sững người khi thấy chồng mang chuối xanh và trứng ra chôn xuống đất. Bà quá bất ngờ và khó hiểu không biết chồng mình định làm gì.",tinvn.info,Đời sống 
Bạn gái Đạt Cỏ nhận muôn nghìn gạch đá khi bình luận cực sốc thế này ở bức ảnh hở bạo của Ngân 98,"Những bức ảnh hở hang nóng bỏng của Ngân 98 chính là sự thu hút rất lớn từ cộng đồng mạng, đặc biệt là những nam thanh niên dùng facebook…
 Facebook là mạng xã hội kết nối hàng triệu người trên trái đất này với nhau, thế nên không có chuyện gì là ngạc nhiên khi thấy một người ở miền nam, một người miền bắc lại có thể trò chuyện, bình luận ảnh của nhau dù chưa lần nào gặp mặt. Nhưng đối với Ngân 98 và bạn gái cũ của Đạt Cỏ, thì chắc chắn hai người này vẫn khiến không ít cộng đồng mạng ngạc nhiên, hứng thú.
",tinvn.info,Đời sống 
"Sau thời gian dài chữa bệnh, đại gia xấu nhất thế giới Trần Sơn gây sốc nặng với hình ảnh bảnh bao khó tin"," Sau một thời gian vắng bóng, hình ảnh của đại gia xấu xí nhất thế giới khiến nhiều người tròn mắt.
 Nếu là người thường xuyên cập nhật thông tin trên các trang mạng xã hội thì chắc chắn bạn vẫn còn ấn tượng với đại gia xấu xí nhất thế giới. Đó chính là đại gia có tên Trần Sơn, sinh sống tại Trung Quốc.",tinvn.info,Đời sống 
Hot girl có vòng 1 tự nhiên khủng nhất châu Á phát ngôn gây sốc về lý do không bao giờ mặc hở," Loạt ảnh mới nhất về cô gái có vòng 1 khủng nhất Châu Á khiến cộng đồng mạng cả châu lục mắt tròn mắt dẹt, không tin vào sự thật.
 Yu Han là cô gái đang gây ra cơn sốt trên khắp châu Á vì vòng 1 tự nhiên khủng bậc nhất châu lục, cô nàng sinh năm 1995 này hiện đang sinh sống và làm việc tại Seoul
 Chỉ từ một bức hình Yu Han chụp tại tàu điện ngầm khiến cô nàng nổi như cồn trên mạng xã hội Hàn Quốc và lan sang các quốc gia khác
 Yu Han tự nhận mình là cô gái có vòng 1 tự nhiên khủng nhất châu Á và thường xuyên tung bằng chứng hình ảnh của mình lên mạng xã hội
",tinvn.info,Đời sống 
"Mặc đồ không khác gì vải màn lên bar đú đởn, Mon 2k nhận cái kết quá đắng khi phát ngôn câu này"," Hết tung những bộ ảnh bikini se.xy, hotgirl ngực khủng Mon2k lại có những phát ngôn về vấn đề “nhạy cảm” khiến dân mạng choáng váng không thốt nên lời.
 Là một trong những hotgirl nổi lên nhờ thị phi nên không ít lần Mon2k bị cư dân mạng “ném đá” vì lối ăn mặc hở hang cùng những phát ngôn gây sốc. Mon2k chính là một trong hai cô nàng từng gây bão cộng đồng mạng một thời gian trước đây khi tung clip miệt thị người ngực phẳng",tinvn.info,Đời sống 
Quán trứng vịt lộn 1 đêm bán 1.000 quả: Khách đến mua sốc nặng khi biết bên trong nồi có…," Đây được xem là quán trứng vịt lộn “đắt khách” nhất Sài Gòn khi bán được khoảng 1.000 quả trứng mỗi đêm, cùng với việc kinh doanh nước mía, bia, đậu phộng… nên số tiền quán thu về trong một đêm bán hàng có thể lên tới 8 triệu đồng.",tinvn.info,Đời sống 
Lý do Phi Nhung phải uống thuốc trừ sâu tự tử khiến ai cũng ‘choáng’?,"
 Phi Nhung lần đầu tiết lộ về bí mật ‘sốc’ rằng, cô từng uống thuốc trừ sâu tự tử khiến ai cũng choáng vì bất ngờ.
 Trên trang fanpage chính thức vừa qua, Phi Nhung bất ngờ đăng tải chia sẻ về việc có con gái ruột ở Mỹ sau nhiều năm giữ kín. Cô tiết lộ con gái ruột tên Wendy, vừa đỗ thủ khoa ở Mỹ, chuyên ngành y tá. Sắp tới, con gái sẽ theo học tiếp Thạc sĩ. Với Phi Nhung, những năm qua cô đã âm thầm chịu đựng nỗi khổ khi nuôi con một mình.
 Phi Nhung và con gái ruột

",tinvn.info,Đời sống 
"Dốc ống điều hòa, rụng tim vì thấy sinh vật bằng cổ tay dài cả mét này trườn ra"," Sinh vật bằng cổ tay này chính là một loài hà đục gỗ cổ đại còn sót lại trên trái đất.
 Ban đầu nhìn chiếc vỏ trắng trắng kia, ai cũng nghĩ là ống điều hòa nhưng thực chất nó làm bằng gỗ, có hình dạng giống một cái ngà voi. Bên trong chiếc ngà voi đó là loài nhuyễn thể cổ đại khổng lồ còn sống trên trái đất",tinvn.info,Đời sống 
"Lấy chồng thực vật, 35 tuổi vẫn còn zin, 1 đêm chăm chồng mệt quá vợ ngủ thiếp đi, lúc tỉnh dậy thì hốt hoảng khi thấy…"," Trang đã từng yêu vài người, nhưng lần nào chia tay người cô cũng đầy vết thương, cả bên ngoài lẫn bên trọng. Chỉ vì cô không chịu cho họ cái ngàn vàng của mình mà họ sẵn sàng chia tay. Vì thế, Trang căm thù bọn đàn ông thấu xương.",tinvn.info,Đời sống 
"Muốn tiền vào như nước, nhớ đừng để thứ này trong ví","
 Nếu muốn tài vận của mình không bị cái nghèo bám riết, hãy kiểm tra xem bạn có đang vô tình làm như thế này không nhé!
 “Nghèo rớt mồng tơi” nếu như bạn đặt vật này trong ví
 Theo quan niệm xưa, về mặt phong thủy ví tiền được coi là vật biểu thị và liên quan trực tiếp đến tài vận của chủ nhân. Vậy nên, đường tài lộc của bạn cũng có thể bị ảnh hưởng bởi vận khí của chiếc ví này.
 Không đặt hóa đơn trong ví.
 Để gia tăng tài lộc, bạn có thể đặt đồng 2 USD, để tiền vào tất cả các ngăn, đựng một ít tiền xu… Ngoài ra bạn tuyệt đối nhớ rằng không nên để hóa đơn trong ví của mình bởi chúng biểu thị cho món tiền bạn đã hao đi. Để chúng trong ví nhiều khả năng sẽ hút thêm nợ nần.
 ",tinvn.info,Đời sống 
"Chỉ một lần vui quá trớn, thanh niên sùi đầy nốt lạ trên lưng để rồi chết lặng khi biết sự thật đắng ngắt"," Không sử dụng phương pháp bảo vệ nào trong khi ngủ cùng một cô gái lạ quen trong quán bar, người đàn ông này giật thột mình khi cơ thể bỗng nhiên ngứa điên dại và mọc những mụn nước nhỏ li ti, ngay cả trên bộ phận sinh d.ụ.c.",tinvn.info,Đời sống 
Những dấu hiệu nhận biết nhà bạn đang có ma và cách trừ ma quỷ trong nhà," Dấu hiệu nhận biết nhà có maCác khung giờ 18 giờ chiều, 24 giờ đêm (0 giờ sáng) và 3 giờ sáng (quỷ môn quan) chính là 3 khung giờ mà vong hồn thường xuyên hoạt động mạnh mẽ nhất. Khi ấy, thường bầu không khí sẽ trở nên lạnh lẽo và ghê rợn vô cùng.",tinvn.info,Đời sống 
"Tưởng nhặt được trứng khủng long giữa vườn, mang vào nhà sợ hãi tột độ khi thấy nở trên tay là…","
 Đang đào đất trồng cây vô tình chạm phải “quả trứng” kì lạ, nhưng người phụ nữ đã sợ hãi tột độ khi nhìn thấy…
 Thế giới tự nhiên vô cùng rộng lớn và đa dạng. Nhiều khi con người tưởng rằng mình đã biết hết mọi thứ nhưng thực chất là không phải như vậy.
 Hiện trên một trang mạng xã hội đang xôn xao câu chuyện một người phụ nữ vô tình nhặt được một quả trứng màu nâu kì lạ. Theo những gì mà cư dân mạng tìm hiểu được, khi người phụ nữ này đang ở ngoài vườn và vô tình nhìn thấy một vật thể có hình giống quả trứng nhưng kích thước thì to hơn. Hơn nữa màu sắc của “quả trứng” kì lạ này cũng vô cùng đặc biệt. Ban đầu người phụ nữ tưởng mình nhặt được trứng của một loài động vật đẻ trứng nào đó.
",tinvn.info,Đời sống 
"Cứ tưởng đào được trứng khủng long, người đàn ông tách đôi mới câm nín vì bên trong thực ra là…","
 Không ai có thể ngờ được rằng bên trong những quả trứng khủng long này lại là thứ kinh dị đến vậy!
 Một người nông dân Trung Quốc khi lên rừng tìm những cây thuốc quý đã vô tình đào đất và phát hiện ra một cái hang.
 Bên trong hang là những vật thể hình tròn
 ",tinvn.info,Đời sống 
"Đêm nào cũng nghe lục đục dưới gầm giường, sợ hãi lật tấm phản phát hiện bí mật kinh hoàng"," Thấy gầm giường có những tiếng lục đục kì lạ, người đàn ông lật tấm phản lên và nhìn thấy điều kinh dị.
 Thời gian gần đây, cộng đồng mạng xôn xao về một vài bức ảnh được một người đàn ông chụp lại. Những hình ảnh đó được chụp từ trong chính ngôi nhà của người đàn ông này. Từ lúc bức ảnh này được đưa lên, đã có rất nhiều lượt bình luận.",tinvn.info,Đời sống 
"Thấy vợ máu me nằm bất động trên sàn, tưởng con gái “xuống tay” hạ sát, lao vào phát hiện sự thật kinh hoàng"," Mở cửa bước vào nhà, thấy vợ đầu đầm đìa máu, nằm im bất động. Khi liếc nhìn sang bên cạnh người đàn ông câm nín khi trông thấy hung thủ thực sự.
 Gần đây, trên mạng xã hội xôn xao về một bức ảnh chụp cảnh một người phụ nữ lớn tuổi nằm bất động xung quanh đầu bị những chất lỏng màu đỏ bao quanh. Ngay khi xuất hiện trên mạng xã hội, bức ảnh này đã tạo ra một làn sóng dữ dội. Một số cư dân mạng cho rằng người phụ nữ này đã bị sát hại vô cùng dã man.
 Bức ảnh đã gây xôn xao cộng đồng mạng trong một thời gian",tinvn.info,Đời sống 
Rạch đầu rắn mọc lổn nhổn đá dăm là cảnh tượng kinh hoàng không ai muốn chứng kiến quá 5 giây," Những hình ảnh dưới đây tuyệt đối không dành cho người yếu tim!
 Một người đàn ông Thái Lan đã phát hiện ra một con rắn có hình thù vô cùng kỳ dị trong khi leo núi dã ngoại. Thoạt nhìn, đầu con rắn có vẻ như mọc rất nhiều “đá dăm” che khuất cả mắt và miệng của nó.",tinvn.info,Đời sống 
Tím mặt bóp bụng trăn khủng quằn quại trên sàn “bơm” ra thứ kinh dị ám ảnh cả gia đình," Một con trăn có tên Samson, đã được phát hiện trong tình trạng có những biểu hiện vô cùng kì lạ. Ngay sau đó, các bác sĩ đã nhanh chóng kiểm tra điểm bất thường nổi cục lên từ bụng khiến nó đau đớn và như ngạt thở. Điều kinh ngạc là khi lấy vật mắc kẹt bên trong chỉ vì nguyên nhân không ngờ",tinvn.info,Đời sống 
"Nếu thấy thứ này thò lên ngoài vườn nhà, đừng chạm vào mà hãy chạy nhanh khi còn có thể"," Trên đời này, có quá nhiều câu chuyện kỳ lạ và những loài sinh vật nhìn muốn “thót tim” mà chúng ta chưa hề biết đến.
 Trên thế giới có muôn vàn loài động thực vật có ngoại hình kỳ lạ, thậm chí là kinh dị. Tuy nhiên, dù từng nhìn qua nhiều loài sinh vật đáng sợ, chắc chắn có người sẽ phát hoảng khi thấy loài thực vật trông giống như một bàn tay quái thai máu me bê bết. Nhưng đừng vội hoảng sợ, bởi thực tế đây chỉ là một loài nấm, có tên gọi là nấm ngón tay quỷ (Clathrus archeri).",tinvn.info,Đời sống 
"Vừa rời giường bệnh chưa bao lâu, ai nấy chết ngất khi bắt gặp Trần Sơn đang làm việc kinh dị này","Ngay trên xe bus, bên cạnh một cô gái trẻ; đại gia Trần Sơn không ngại ngần móc thứ này ra khỏi quần.Đại gia Trần Sơn, hiện đang sinh sống và làm việc tại Đài Loan (Trung Quốc). Người vốn nổi tiếng bởi khuôn mặt xấu xí nhưng lại có khối tài sản lớn, siêu xe và thường xuyên cặp kè với các hot girl chân dài miên man. ",tinvn.info,Đời sống 
"Khiếp sợ với chiếc mũi biến dạng kinh dị, người đàn ông khiến cả phòng phẫu thuật ám ảnh khi vừa chạm kéo là cảnh tượng…"," Sau nhiều năm bị dè bỉu vì chiếc mũi “khủng” kinh dị, người đàn ông khiến nhiều người phải sửng sốt sau khi phẫu thuật xong.
 Tibor, 52 tuổi một người đàn ông Slovakia, với chiếc mũi “khủng” có thể là to nhất thế giới khiến nhiều người nhìn thấy không khỏi kinh hãi. Chiếc mũi của ông biến dạng và nổi to bất thường suốt nhiều năm, làm cho cuộc sống, công việc gặp nhiều khó khăn.",tinvn.info,Đời sống 
"Vén quần thấy giun bò lúc nhúc trong bắp chân, tới bệnh viện mới ói mửa khi biết sự thật bên trong"," Cứ ngỡ gân xanh nổi lên khắp bắp chân, nhưng không ngờ thứ dây dưa dài ngoằng đục khoét bên trong mới khiến nhiều người ngất lịm khi biết được sự thật.
 Một người đàn ông 50, Trung Quốc đang trải qua những tháng ngày vô cùng ảm đạm và ám ảnh, khi cả 2 chân của ông trong tình trạng đục khoét bên trong vô cùng sợ hãi. Mặc dù lớp da ngoài chưa có biết đổi, nhưng những vết sần sùi, nổi cục như nấm, bên trong đó lại là nơi kí sinh và làm “tổ” của loài kí sinh trùng vô cũng đáng sợ này.
 Các tĩnh mạch ở chân nổi cục, không phải là gân nữa",tinvn.info,Đời sống 
"Đêm nào cũng thấy vợ biến mất, đặt camera ẩn chồng phát hiện hành động quá kinh hoàng"," Hành động kinh khủng này của người vợ đã khiến ông chồng phải cảm thấy ớn lạnh khi tận mắt chứng kiến qua camera.
 Camera là một trong những công cụ giám sát thuận lợi nhất cho nhà cửa hoặc nơi làm việc, nơi sản xuất của bạn.
 Một ông chồng đã cũng đã thực hiện lắp camera trong căn phòng ngủ của mình vừa để tiện quan sát đứa con mới sinh của mình, vừa nhằm mục đích đề phòng nếu có kẻ trộm xâm nhập. Mặc dù chưa có tên trộm nào lẻn vào nhà, nhưng người đàn ông này lại được một phen rợn tóc gáy khi phát hiện ra hành động vô cùng đáng sợ này của vợ mình.
",tinvn.info,Đời sống 
"Thích dạng háng check-in cho thoáng, thiếu nữ khiến bạn bè đứng hình khi thấy thứ kinh dị lòi ra"," Dưới đây là những hình ảnh hot nhất được dân mạng chia sẻ trong ngày qua, mời các bạn cùng chúng tôi điểm lại nhé!
 Không biết vô tình hay cố ý mà cô nàng lại để “di vật” lồ lộ ở vùng nhạy cảm như thế, đúng là ai nấy cũng phải muối mặt",tinvn.info,Đời sống 
"Nhận xăm “chỗ kín” cho thiếu nữ, tái mặt vì thấy điều kinh dị khiến anh thợ muốn hộc máu mồm"," Thế mới nói, những chàng thợ xăm là những người “cứng vía” đến nhường nào.
 Cứ tò mò mãi sao cô gái này nằng nặc đòi vào chỗ nào kín đáo mới chịu xăm, thanh niên chỉ biết nín lặng mà hộc máu khi vừa vào phòng đã thấy cảnh tượng kinh dị là nàng hồn nhiên… lột hết đồ ra rồi yêu cầu xăm vào nơi “nhạy cảm” đến vậy.",tinvn.info,Đời sống 
"Nghiện xăm mình, thiếu nữ khóc ngất khi nhìn thấy cánh tay mình sau vài ngày đi xóa","Nhìn những hình ảnh rùng mình này, có ai còn can đảm đi xăm mình nữa không?
 Xăm mình thời nay càng trở nên phổ biến hơn trước rất nhiều. Không chỉ để thể hiện cá tính, nhiều người còn tìm tới nó như 1 cách để lưu giữ kỷ niệm trên thân thể.",tinvn.info,Đời sống 
"Mẹ già báo mộng “nó ăn hết rồi”, con cháu cải mộ sau 3 năm khóc ngất khi thấy cảnh này"," Cải mộ 3 năm cho mẹ già, đám con cháu khóc thét, bỏ chạy gần hết khi quan tài vừa hé trên mặt đất đã thấy tiếng động rầm rầm bên trong.",tinvn.info,Đời sống 
"Hẹn hò người thương nơi sân trường, nam sinh khóc thét cầm dép bỏ chạy khi thấy thứ này lòi ra từ vòng 3 thiếu nữ"," “Người ấy” chưa kịp quay mặt lại chàng trai đã chạy xa cả cây số chỉ vì thứ nhạy cảm chết ngất lộ ra sau lớp áo dài.
 Vô tư ngồi giữa sân trường, nữ sinh không hề hay biết vòng 3 đầy đặn của mình đã “phản chủ”.",tinvn.info,Đời sống 
"Võ sư 60 tuổi, tay không đánh bại hàng trăm giang hồ Sài Gòn"," Võ sư Sáu Trừ cùng 5 người con tả xung hữu đột 3 đêm ròng chống lại hàng trăm giang hồ quận 4 đã trở thành giai thoại trong giới võ học Việt.
Võ sư Sáu Trừ tên thật là Ngô Văn Trừ, sinh năm 1936, người gốc Sài Gòn. Ông sinh ra trong một gia đình bề thế, có truyền thống về võ học. Do yêu thích võ thuật, nên từ nhỏ Sáu Trừ đã được cha mình cho đi thọ giáo rất nhiều cao thủ ở các môn phái khác. Khi lớn lên, nghe danh thầy Chín Hóa (tên thật là Bùi Văn Hóa), sáng tổ của môn phái Thiếu Lâm tự – Nội quyền – Tây Sơn Nhạn tại Việt Nam kiến thức võ học hơn người, là một trong ba người nổi danh đánh hổ nên ông đã tìm đến tầm sư học võ.",tinvn.info,Đời sống 
Bủn rủn chân tay khi lỡ chạm tay vào hàng triệu chiếc răng mọc chi chít trên da thịt người đàn ông,"Chỉ cần nhìn những hình ảnh này thôi, người can đảm nhất cũng phải khiếp vía vì độ kinh dị và đáng sợ của nó. Nói trước rằng những ai sợ lỗ, sợ chấm li ti thì đứng xem kẻo không dám chạm vào bất cứ thứ gì.",tinvn.info,Đời sống 
"Liên tục được con trai báo mộng, bà mẹ kinh hãi khi nhìn thấy cảnh tượng khi thăm mộ con"," Vì mải chơi đùa mà cậu bé 5 tuổi vô tình rơi xuống cống gần nhà và thiệt mạng khiến ai cũng phải đau xót. Nạn nhân là một cậu bé 5 tuổi không may thiệt mạng vì rơi xuống cống rãnh thoát nước trước nhà gây xôn xao dư luận Trung Quốc. Được biết, miệng cống thoát nước này không được đậy nắp sau đến 1,5m và chứa đầy nước thải. Vài giờ sau khi cậu bé gặp nạn người nhà mới phát hiện ra thi thể cậu bé",tinvn.info,Đời sống 
"Ai cũng chăm chú tưởng biển số xe có điều gì khủng khiếp, sốc nặng khi biết sự thật lại là…"," Hãy cùng chúng tôi điểm lại những hình ảnh được cộng đồng mạng chú ý và chia sẻ nhiều nhất trong tuần qua nhé!
 Truy lùng hot girl xinh đẹp đứng cãi nhau tay đôi khi bị bốc xe, ai nấy đỏ bừng mặt khi nhìn vòng 1 của cô nàng
 Vừa cúi xuống thôi cảnh xuân liền đập vào mặt, huhu. Các anh em đi đường chú ý cẩn thận không lại gây tai nạn đó nhé!
 Dù có đang đại chiến game thủ thì cũng cần phải bảo vệ mình cái đã. Mưa gió thế này biết đường nào mà lần.
 Phải cut như thế này mới gọi là chất hơn cả nước cất nè.",tinvn.info,Đời sống 
Chuyện li kì người phụ nữ cứu rắn hổ chúa và bầy rắn hổ tìm đến nhà để…," Rắn hổ mang (danh pháp khoa học: Naja atra) là một loài rắn thuộc Họ Rắn hổ (Elapidae). Đây là loài rắn xuất hiện tại miền bắc Việt Nam và được người Việt quen gọi bằng tên rắn hổ mang. Trong tiếng Việt, danh từ rắn hổ mang bắt nguồn từ hình dạng của loài rắn này. ",tinvn.info,Đời sống 
"Chỉ vài giây dừng chờ đèn đỏ, người đàn ông này đã khiến cả quốc gia khóc thét khi tìm thấy điểm rùng rợn lấp ló trong áo","
 Nhiều người không dám ra khỏi nhà cũng chỉ vì sợ gặp phải những trường hợp như thế này đây.
 Rất nhiều cư dân mạng nước ngoài những ngày gần đây đang bị chấn động mạnh bởi một bức ảnh được chụp lại tại ngã tư. Thoạt đầu, ai cũng nghĩ đó là bức ảnh bình thường, không có gì nổi bật nhưng khi nhìn tới lần 2, ai nấy đều nổi da gà vì quá sợ.
 Trời ơi, trong vạt áo của người đàn ông đi xe máy có thứ gì kìa?",tinvn.info,Đời sống 
Người cha thú tính mang bệnh HIV vẫn c.ưỡng h.iếp con gái," Dù mang trong mình căn bệnh HIV, y vẫn nổi máu dê và đòi làm “chuyện người lớn” với chính con gái mới 9 tuổi của mình.
 Cha nghiện nặng và đã mang trong mình căn bệnh thế kỷ HIV, mẹ bỏ đi theo người đàn ông khác, bé N. vạ vật sống nương nhờ vào ông bà nội. Sinh ra và lớn lên trong môi trường giáo dục không lành mạnh, cộng với sự thờ ơ của người thân khiến cô bé 9 tuổi dạn dày và chai sạn tới bất ngờ.",tinvn.info,Đời sống 
"Chữa hết bệnh câm cho vợ, người chồng cay đắng nhìn vợ ra đi tìm cuộc sống mới vì lý do tưởng chỉ có trong phim", Tháng 10/ 2016 cặp đôi Trần Thanh Hải – Phương Nhi gây chú ý với chuyện tình cảm động khi mà Hải đã phải qua vô số áp lực để có được hạnh phúc với người vợ bị câm. Theo những gì chàng trai này chia sẻ với báo chí thì khi gia đình biết Hải quen biết một cô gái bị câm đã không hề đồng ý nhưng anh đã quyết tâm thuyết phục bố mẹ để được đến với Phương Nhi.,tinvn.info,Đời sống 
YÊU RÂU XANH (P51): Câu chuyện động trời sau tấm ri đô mỏng," Từ câu chuyện sau tấm ri đô. Gia đình bà H thuộc diện nghèo khó ở TP. Hải Phòng. Vợ chồng bà H có tới 8 người con (6 gái, 2 trai). Người con trai cả không may bị bệnh mất sớm nên chỉ còn lại Bùi Ngọc Thắng (34 tuổi) nhưng Thắng lại chẳng lo làm ăn, chỉ chăm cờ bạc rượu chè. Chẳng chịu nổi người chồng như vậy, vợ thắng đã ly dị rồi đưa con gái về nhà ngoại ở Phú Thọ. Sau đó, Thắng lại lên xin đón con về ở cùng.",www.vietgiaitri.com/,Đời sống 
"Đang suy sụp vì nợ nần, vợ chồng tôi bỗng nhận được giúp đỡ từ người lạ","Vợ chồng tôi kinh doanh dịch vụ homestay du lịch. Công việc đang tiến triển tốt, chúng tôi vay mượn ngân hàng xây thêm một căn nữa thì dịch bùng phát. Không có khách, bao nhiêu tiền vốn bị dồn hết vào căn homestay đang xây dựng khiến vợ chồng tôi khốn đốn. Sau nửa năm cố gắng cầm cự, chồng bàn bạc với tôi chuyện bán tháo căn homestay cũ để trả nợ ngân hàng. Nhưng vì phải bán lỗ nên chúng tôi cứ chần chừ mãi vì tiếc. Đến khi tiền lãi và gốc đã vượt quá khả năng trả nợ, chúng tôi mới cuống cuồng lên.",afamily.vn,Đời sống 
5 nốt ruồi may mắn trên cơ thể bạn không bao giờ được xóa bỏ đó chính là phúc khí được vun đắp từ 'hàng nghìn năm nay',"Những người có nốt ruồi may mắn ở vị trí này nhìn chung thích hợp với chính trị hơn, đặc biệt là ứng cử trong quân đội. Người có nốt ruồi ở tóc sau gáy chứng tỏ họ là người có tính cách ngông cuồng, có tài làm tướng, cả đời làm quan trong triều. ",ngoisao.vn,Y tế 
Làm đẹp bằng trứng gà luộc giúp trị mụn trứng cá,"Phương pháp làm đẹp da bằng trứng gà không còn xa lạ với các chị em, nhưng có lẽ ít ai biết làm đẹp da bằng trứng gà luộc còn có nhiều công dụng đặc biệt hơn. Cùng tìm hiểu ngay trong bài viết dưới đây bạn nhé.",chuthapdo.org,Y tế 
Lăn trứng gà luộc,"Không chỉ là thực phẩm thơm ngon giàu dinh dưỡng, trứng gà còn có công dung tuyệt vời trong dưỡng da làm đẹp. Nhiều chị em thương rủ tai nhau bí kíp dùng trứng gà luộc lăn trên da mặt để làm nhan sắc trở nên rạng rỡ hơn.",blog.shopbanmypham.vn,Y tế 
4 món ăn thần thánh giúp ngực căng mẩy quyến rũ,"Cấu tạo ngực hoàn toàn là các mô mỡ. Do vậy khi bạn kết hợp các loại nguyên liệu như mật ong, trứng gà và sữa đặc trong một món ăn sẽ cung cấp protein, chất béo cho các mô mỡ hình thành ở ngực và giúp ngực sẽ to dần lên.",shoptretho.com.vn,Y tế 
